source_id,source_label,profile_id,u_pos,u_pos_x,u_pos_y,raw_spawn_region,spawn_region,approach_side,inside_convoy_envelope,suggested_label,actual_outcome_label,clearance_m,n_hits,unique_ships_hit,closest_any_ship_distance_m,source_mode
curated_v4_direct,Direct curated v4 synthetic,T044334,"[1210.3843962866504, -7245.960541065161]",1210.3843962866504,-7245.960541065161,beam_attack,beam_attack,starboard_forward_quarter,False,credible_hit_threat,credible_hit_threat,3131.8855328358336,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T001641,"[2386.3087081222156, 1313.6262233888103]",2386.3087081222156,1313.6262233888103,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1244.6595930081032,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T043197,"[-392.358459518973, 3650.007533200438]",-392.358459518973,3650.007533200438,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,492.79698685934386,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T020339,"[-2515.2270142952166, 2738.050972242049]",-2515.2270142952166,2738.050972242049,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,1372.2366746477871,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T038206,"[329.53701132145665, 5912.222250217579]",329.53701132145665,5912.222250217579,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,1800.254155899032,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T042614,"[-2242.0045499782987, -5240.708369536329]",-2242.0045499782987,-5240.708369536329,outside_perimeter,outside_perimeter,starboard_aft_quarter,False,credible_hit_threat,credible_hit_threat,1573.3660278094728,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T037427,"[-2122.0490156057904, -3627.8994459497785]",-2122.0490156057904,-3627.8994459497785,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,1093.439127017631,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T038402,"[191.61913225296774, -4933.251444438013]",191.61913225296774,-4933.251444438013,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,819.2864892587908,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039337,"[1960.5694500840975, 4241.112164829065]",1960.5694500840975,4241.112164829065,ahead_beam,ahead,port_forward_quarter,False,credible_hit_threat,credible_hit_threat,827.2693447086133,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T011552,"[-139.0609571735455, 5159.070272992434]",-139.0609571735455,5159.070272992434,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,1048.1019240732135,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T008157,"[-602.7758641670525, -6011.065216502826]",-602.7758641670525,-6011.065216502826,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,1898.081868215731,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T027226,"[-2071.3275577371437, -6793.076251122154]",-2071.3275577371437,-6793.076251122154,outside_perimeter,outside_perimeter,starboard_aft_quarter,False,credible_hit_threat,credible_hit_threat,2834.5997480736414,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T038273,"[-742.3550994893568, 7240.915289854183]",-742.3550994893568,7240.915289854183,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,3126.626822110109,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T032749,"[1812.6725196913994, -1768.7573276228572]",1812.6725196913994,-1768.7573276228572,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,778.5854009126792,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T031327,"[532.8688852688814, -6346.930278466923]",532.8688852688814,-6346.930278466923,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,2237.3630697546,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T002202,"[2376.22154649976, -129.5423665096006]",2376.22154649976,-129.5423665096006,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1240.0066965432754,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T005036,"[-497.8476142099119, -6060.776811990614]",-497.8476142099119,-6060.776811990614,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,1955.0324427306423,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T021199,"[3128.94285814392, 1915.089412574485]",3128.94285814392,1915.089412574485,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2058.9681341374376,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T041172,"[-1749.9226097394412, 2151.474362809723]",-1749.9226097394412,2151.474362809723,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,847.640421358711,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T031816,"[772.090190396384, 7432.26580660391]",772.090190396384,7432.26580660391,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,3318.587858554416,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T024752,"[-4210.21229318543, -2209.5071367154237]",-4210.21229318543,-2209.5071367154237,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,3113.297178842507,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T006348,"[2123.27654069248, 1938.4495665525787]",2123.27654069248,1938.4495665525787,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,1132.3694305891793,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T006434,"[-1514.9476625867705, -3597.6503949255866]",-1514.9476625867705,-3597.6503949255866,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,637.0155239335876,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T032729,"[1686.0845908666183, 1698.6688585092834]",1686.0845908666183,1698.6688585092834,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,633.967594631877,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T000552,"[-1846.4985246702133, -2138.0842867270103]",-1846.4985246702133,-2138.0842867270103,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,927.9413778159942,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T026683,"[-2313.6348079637964, 968.9101146566113]",-2313.6348079637964,968.9101146566113,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,1237.960014448894,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T041097,"[-767.2354960858612, -536.9587521124812]",-767.2354960858612,-536.9587521124812,astern_infiltration,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,543.0989242237029,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T022234,"[-148.14139292096576, 3366.51856868754]",-148.14139292096576,3366.51856868754,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,628.4899565814735,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T041335,"[-299.53459079457286, -5257.43325336847]",-299.53459079457286,-5257.43325336847,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,1144.8329432168737,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T020078,"[1777.3468428705119, 3678.1714089195516]",1777.3468428705119,3678.1714089195516,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,770.0911917485374,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T044047,"[2499.3994616067425, 5986.4753633058435]",2499.3994616067425,5986.4753633058435,outside_perimeter,outside_perimeter,port_forward_quarter,False,credible_hit_threat,credible_hit_threat,2311.490463976247,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T018532,"[-679.146030279676, 3143.33007548604]",-679.146030279676,3143.33007548604,astern_infiltration,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,400.1853978114436,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T037719,"[-2019.681783774447, 2669.0969350964274]",-2019.681783774447,2669.0969350964274,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,879.80805533369,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T003753,"[2391.0709008549875, -3693.011791197277]",2391.0709008549875,-3693.011791197277,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,1317.4165122109214,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T016648,"[3470.159457371826, -1826.5800470191361]",3470.159457371826,-1826.5800470191361,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,2371.2186704774126,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T014511,"[-650.666448798676, 3197.6495075623207]",-650.666448798676,3197.6495075623207,astern_infiltration,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,455.8055740594359,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T018553,"[23.991883113285787, -928.5623390432022]",23.991883113285787,-928.5623390432022,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,488.00292060806123,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T016324,"[2000.025952719812, 2300.213809862488]",2000.025952719812,2300.213809862488,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,964.7436179046998,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T009262,"[338.1255115793513, -7086.467727931531]",338.1255115793513,-7086.467727931531,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,2973.6854108860393,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T015125,"[-1518.8352883265804, 1850.058625399753]",-1518.8352883265804,1850.058625399753,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,608.4199373549038,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T014131,"[2155.66182077883, 3355.0931204185244]",2155.66182077883,3355.0931204185244,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1183.1724954877097,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T008499,"[-616.0072601818102, 624.7900688919591]",-616.0072601818102,624.7900688919591,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,628.6761143206799,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T010641,"[2586.702107810657, -589.0980738423882]",2586.702107810657,-589.0980738423882,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,1559.2665957756374,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T021745,"[234.45190035456557, -3215.281524078118]",234.45190035456557,-3215.281524078118,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,472.11779262561004,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T043410,"[-2630.2171651749854, -3725.3755254962716]",-2630.2171651749854,-3725.3755254962716,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,1537.3569259393291,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T023786,"[-841.8989302557806, 2316.3471164866028]",-841.8989302557806,2316.3471164866028,astern_infiltration,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,454.5000112108918,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T037129,"[4468.43350566362, -1920.9214757433278]",4468.43350566362,-1920.9214757433278,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,3370.4987886517715,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T019428,"[-1600.166719044864, -1894.8965315294015]",-1600.166719044864,-1894.8965315294015,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,694.8673750529288,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T011151,"[-2122.4184247125154, -3250.134532886248]",-2122.4184247125154,-3250.134532886248,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,1102.8341086940247,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T008227,"[1846.4482111390594, 855.7827583477696]",1846.4482111390594,855.7827583477696,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,872.2997263214394,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T023257,"[3578.1865392281957, -3736.1530519148955]",3578.1865392281957,-3736.1530519148955,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,2464.4486182780033,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T028571,"[493.9674321531946, -6483.737010472772]",493.9674321531946,-6483.737010472772,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,2376.6914595029743,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039100,"[3169.8038843712156, 1691.3848411380602]",3169.8038843712156,1691.3848411380602,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2051.8762950830987,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T036695,"[712.0232601819291, 5368.065407583768]",712.0232601819291,5368.065407583768,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,1253.539724628095,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T007131,"[-1958.343021989084, -4031.957420504431]",-1958.343021989084,-4031.957420504431,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,819.5408083090016,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T040675,"[2384.628047914358, -719.4482286343442]",2384.628047914358,-719.4482286343442,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1402.4771450055725,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T037150,"[1068.4528219317945, 6962.375164591222]",1068.4528219317945,6962.375164591222,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,2848.550789393558,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T007174,"[-769.101117302521, 5189.542447192217]",-769.101117302521,5189.542447192217,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,1077.9658639959641,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T016400,"[4061.2535472412437, 3891.2109358415196]",4061.2535472412437,3891.2109358415196,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,2926.8064226383963,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T014037,"[650.5117147532198, 6132.798947609279]",650.5117147532198,6132.798947609279,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,2018.3074631056138,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T033353,"[-2711.3688351665264, 1461.8170477469328]",-2711.3688351665264,1461.8170477469328,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,1570.9614631892723,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T036722,"[2723.200746876837, 4155.073718169702]",2723.200746876837,4155.073718169702,ahead_beam,ahead,port_forward_quarter,False,credible_hit_threat,credible_hit_threat,1580.7138807530368,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T041392,"[3071.1875719120967, 2174.6712310007974]",3071.1875719120967,2174.6712310007974,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2010.2567680910852,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T030271,"[-2918.729015637364, -1807.6442938918688]",-2918.729015637364,-1807.6442938918688,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,1828.4824755004076,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T022730,"[-714.5127657828688, 494.315066584164]",-714.5127657828688,494.315066584164,astern_infiltration,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,495.1482686741502,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T028255,"[-1888.1800566729194, 3688.3157961147126]",-1888.1800566729194,3688.3157961147126,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,858.59308931922,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T007022,"[663.5648063448058, -722.079653502024]",663.5648063448058,-722.079653502024,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,649.9008265510474,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T031369,"[-1824.484499710983, -4094.2315228302286]",-1824.484499710983,-4094.2315228302286,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,681.7948266153186,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T035593,"[1944.4054562653578, 2200.8463780428874]",1944.4054562653578,2200.8463780428874,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,967.6766797757838,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T013170,"[-404.25874017975076, 1802.25416429535]",-404.25874017975076,1802.25416429535,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,465.10106667955887,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039453,"[-613.3135161704894, 3385.7202965583274]",-613.3135161704894,3385.7202965583274,astern_infiltration,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,646.5961814203414,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T020347,"[95.00632162545764, -2082.2585345626035]",95.00632162545764,-2082.2585345626035,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,674.3077128701507,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T036798,"[3685.0302190358566, 2773.536899287008]",3685.0302190358566,2773.536899287008,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2542.2112347226057,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T023666,"[2990.9944203717464, 5757.868709163531]",2990.9944203717464,5757.868709163531,outside_perimeter,outside_perimeter,port_forward_quarter,False,credible_hit_threat,credible_hit_threat,2472.8037044531907,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T017158,"[-572.2778681591325, -7224.759816796253]",-572.2778681591325,-7224.759816796253,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,3112.031062908127,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T005149,"[621.0137767818547, -5455.0535302070175]",621.0137767818547,-5455.0535302070175,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,1341.8184601320872,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039289,"[217.4908592193779, -5473.764404116561]",217.4908592193779,-5473.764404116561,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,1359.009810363695,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T010559,"[4122.2297764466275, 3640.6638527158584]",4122.2297764466275,3640.6638527158584,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,3016.722583703657,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T000095,"[3943.5028725653856, -3763.2769862886403]",3943.5028725653856,-3763.2769862886403,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,2822.478479708161,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T004213,"[-2938.293741715587, -2042.911862839857]",-2938.293741715587,-2042.911862839857,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,1916.700090319994,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T026430,"[86.60895917620411, -3196.081096090786]",86.60895917620411,-3196.081096090786,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,474.6185235224357,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T023076,"[-725.8186125715586, -2340.272126577527]",-725.8186125715586,-2340.272126577527,astern_infiltration,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,404.9103117147162,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039083,"[675.0958606026021, 1993.2674941674168]",675.0958606026021,1993.2674941674168,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,621.7596415855843,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T037503,"[2653.738715973722, 828.2367368159659]",2653.738715973722,828.2367368159659,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1605.4828257318518,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T034278,"[3515.840005389857, -3703.903229700089]",3515.840005389857,-3703.903229700089,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2408.1540330762555,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T010384,"[1574.9723644500937, 4750.94668762495]",1574.9723644500937,4750.94668762495,outside_perimeter,outside_perimeter,port_forward_quarter,False,credible_hit_threat,credible_hit_threat,768.9491087352927,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T009510,"[4050.8121090879094, -998.3424773008701]",4050.8121090879094,-998.3424773008701,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2931.6705885910455,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T042428,"[3473.627151178973, 3715.007752824963]",3473.627151178973,3715.007752824963,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2364.668424687461,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T005294,"[-620.2141486237139, -2169.6609148397743]",-620.2141486237139,-2169.6609148397743,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,577.2768712733784,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T027300,"[3124.4269782288097, -1510.3966211885272]",3124.4269782288097,-1510.3966211885272,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1986.282299197751,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039538,"[-1087.0176664023038, -5893.149713663768]",-1087.0176664023038,-5893.149713663768,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,1779.230655582084,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T034711,"[3453.4516475278792, 763.9796207306828]",3453.4516475278792,763.9796207306828,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,2389.0143031944535,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039254,"[3347.142012622162, 863.3306907542575]",3347.142012622162,863.3306907542575,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2261.9857874282097,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T036296,"[651.1165880515091, -665.9716804452239]",651.1165880515091,-665.9716804452239,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,666.8742146907648,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T008068,"[4192.487629459136, 894.2563324065086]",4192.487629459136,894.2563324065086,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,3086.621418187839,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T036850,"[-1997.2578824454138, 3372.1682155741005]",-1997.2578824454138,3372.1682155741005,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,1060.8287071542657,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T002612,"[-2318.976778195934, -1944.0002921899527]",-2318.976778195934,-1944.0002921899527,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,1307.8851162679512,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T029246,"[-203.8238562490964, -3233.3050915769245]",-203.8238562490964,-3233.3050915769245,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,490.73094266491,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T007291,"[-708.2698134266026, 919.9030790569556]",-708.2698134266026,919.9030790569556,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,452.25545978445984,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039014,"[120.28410852184021, 5990.413499103977]",120.28410852184021,5990.413499103977,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,1878.7384944072915,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T042804,"[2451.1644969092804, 3277.709771760243]",2451.1644969092804,3277.709771760243,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1413.150751717982,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T005668,"[3759.4846359867947, -40.038134557780644]",3759.4846359867947,-40.038134557780644,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2616.7909550771947,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039454,"[3793.0778060307266, 1858.1036237782996]",3793.0778060307266,1858.1036237782996,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2694.3641465039664,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T030445,"[2933.8175111575815, 1956.5815190568073]",2933.8175111575815,1956.5815190568073,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1883.940215587173,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T025745,"[1002.8141697257042, 1958.0680598562985]",1002.8141697257042,1958.0680598562985,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,602.9899271474646,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T019017,"[-411.0347890346274, -6523.27858412016]",-411.0347890346274,-6523.27858412016,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,2415.378136527605,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T012224,"[-1301.0118326158613, -459.1873695704372]",-1301.0118326158613,-459.1873695704372,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,485.6138173689463,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T040102,"[1667.8314628608248, 1200.948420443654]",1667.8314628608248,1200.948420443654,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,551.8786334092933,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T018344,"[991.215322921857, -4358.098512334815]",991.215322921857,-4358.098512334815,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,286.7625399176999,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T006622,"[2538.549993045675, 4095.671075295037]",2538.549993045675,4095.671075295037,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1395.6810878027084,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T005384,"[1901.9031406454478, -2431.743524089578]",1901.9031406454478,-2431.743524089578,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,820.3286617375157,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T020209,"[759.0792554418138, 5429.057638081955]",759.0792554418138,5429.057638081955,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,1316.298973840999,,,,random_tactical_v4
